latitude,longitude
34.145343,-84.07925
34.15078,-84.07762700000001
33.893942,-84.311995
34.159544,-84.085418
33.895165,-84.312909
34.175254,-84.096479
33.894973,-84.313418
33.89515,-84.31322400000001
33.895285,-84.31299
33.895049,-84.31324600000001
33.89486,-84.313332
33.89062,-84.315224
33.874454,-84.329576
33.857824,-84.342654
33.857598,-84.34347200000001
33.857532,-84.34358400000001
33.855469,-84.35215700000001
33.8471,-84.367829
33.84518,-84.371262
33.845317,-84.371227
33.845303,-84.371117
33.845263,-84.371284
34.159413,-84.08643600000001
33.845184,-84.371053
34.159408,-84.08647000000001
34.163569,-84.08417300000001
33.845157,-84.37114800000001
34.164199,-84.086551
33.845334,-84.371104
34.164196,-84.08649200000001
33.845243,-84.371129
34.164184,-84.086198
33.845254,-84.37110199999999
34.164121,-84.084723
33.845291,-84.371093
34.163802,-84.07735599999999
33.845231,-84.371201
34.162202,-84.040572
33.845237,-84.371025
34.159122,-84.08650400000001
33.845118,-84.371053
34.15912,-84.08651399999999
34.149894,-84.07787
34.150771,-84.077607
33.845278,-84.37117499999999
34.160876,-84.07456999999999
34.159805,-84.075098
33.845112,-84.371195
34.163634,-84.084422
33.845718,-84.370741
34.163822,-84.08513499999999
33.845544,-84.37094
34.163596,-84.084276
33.845318,-84.371245
34.161188,-84.075098
34.163565,-84.084155
34.161029,-84.074495
33.845719,-84.37074
33.845603,-84.370788
34.161029,-84.074496
34.161029,-84.074499
34.161023,-84.074533
34.159136,-84.085684
34.163871,-84.101214
34.158857,-84.097015
33.846179,-84.37244
34.151026,-84.077738
34.151706,-84.082882
34.154164,-84.084284
34.165259,-84.09061
33.846171,-84.37245
33.846308,-84.372128
33.846342,-84.37213300000001
34.165257,-84.090604
33.846346,-84.37209199999999
33.846327,-84.372134
34.163554,-84.084159
33.846312,-84.372162
34.150801,-84.077595
33.846245,-84.372287
34.145345,-84.079255
34.153896,-84.083853
33.846292,-84.37218799999999
34.163559,-84.08415100000001
33.846328,-84.372131
34.16522,-84.090583
33.846327,-84.37213800000001
34.159199,-84.08577
34.159424,-84.086269
34.159379,-84.086568
34.159307,-84.086877
34.159359,-84.08645799999999
34.158732,-84.098629
34.163619,-84.114964
34.163679,-84.11484900000001
34.163654,-84.11497799999999
34.163688,-84.11487700000001
34.180083,-84.13337199999999
34.187902,-84.143016
34.187796,-84.143064
34.187566,-84.14200599999999
34.179672,-84.132931
34.158681,-84.09502999999999
33.846326,-84.37201399999999
33.845854,-84.371574
33.846276,-84.372551
34.158744,-84.098973
33.84967,-84.362984
34.16495,-84.09841
34.158789,-84.091719
33.877797,-84.327945
33.893145,-84.327375
33.895203,-84.312568
34.165247,-84.090566
34.161026,-84.07451500000001
33.895238,-84.313086
34.159376,-84.085363
34.158441,-84.086142
34.159383,-84.086637
34.145338,-84.079251
33.894994,-84.31290199999999
34.150784,-84.0776
34.145341,-84.07925299999999
34.148771,-84.081073
34.159248,-84.086634
33.891519,-84.309078
34.159254,-84.086637
33.891252,-84.309983
33.891665,-84.310304
34.145353,-84.079247
33.894901,-84.312815
33.895072,-84.31309
34.145829,-84.079105
34.147303,-84.078667
34.153198,-84.076915
33.895251,-84.313115
34.152732,-84.077151
33.895049,-84.312831
34.151304,-84.07787399999999
34.146932,-84.080089
33.895202,-84.312698
34.152046,-84.08278
34.159108,-84.086495
34.159224,-84.086556
34.159184,-84.08653
34.16103,-84.074496
34.161031,-84.074499
34.161034,-84.07451399999999
34.161048,-84.074574
34.161062,-84.074831
33.895223,-84.312926
34.160958,-84.07593300000001
34.16051,-84.080347
33.89512,-84.31280599999999
34.159706,-84.08647499999999
34.159407,-84.086479
34.164664,-84.09021300000001
34.16251,-84.088774
33.895065,-84.312211
34.159357,-84.08666700000001
34.159154,-84.08652600000001
33.895024,-84.312854
34.162867,-84.081433
34.16287,-84.08143699999999
34.162874,-84.081441
34.162878,-84.08144799999999
34.162882,-84.081461
34.162884,-84.081502
34.162879,-84.081637
34.162851,-84.082088
34.162746,-84.08360500000001
34.162387,-84.08868099999999
34.159325,-84.086623
34.15928,-84.08659299999999
34.165266,-84.090616
33.895182,-84.313273
34.165267,-84.090616
34.165269,-84.09061699999999
33.895027,-84.312916
34.16527,-84.09061800000001
34.165271,-84.090619
34.165265,-84.090615
34.165233,-84.090594
34.165097,-84.090503
34.164544,-84.09013400000001
34.162321,-84.088651
34.159277,-84.086619
34.159251,-84.086602
33.895004,-84.312963
34.159244,-84.08654799999999
33.894992,-84.31301499999999
34.165259,-84.090611
33.895034,-84.312921
34.165261,-84.09061199999999
34.165232,-84.090593
34.165096,-84.090501
34.164542,-84.090126
34.162316,-84.088621
34.159269,-84.086561
34.159244,-84.086544
34.159208,-84.08651
34.159204,-84.086456
34.157568,-84.08622200000001
33.894865,-84.312904
34.157563,-84.08621100000001
33.895459,-84.313185
34.157545,-84.08617
34.157479,-84.086023
34.157242,-84.085497
34.156392,-84.083609
34.153339,-84.076826
34.153164,-84.07687900000001
34.152627,-84.07704200000001
34.150983,-84.07754
34.150863,-84.07757599999999
34.153394,-84.076809
34.153332,-84.07682800000001
34.153143,-84.076885
34.152564,-84.077061
34.150791,-84.07759799999999
33.895021,-84.31268799999999
34.145678,-84.079148
34.161017,-84.074496
34.148595,-84.0763
34.1482,-84.076577
34.146412,-84.077836
34.138293,-84.08355299999999
33.894967,-84.31342100000001
34.159291,-84.08650799999999
34.153336,-84.094007
34.157924,-84.118484
34.091932,-84.248161
33.98415,-84.337461
33.979635,-84.340712
33.77126,-84.396062
33.895167,-84.313326
33.767849,-84.396584
33.764387,-84.396697
33.895093,-84.31314999999999
33.895229,-84.313267
33.894979,-84.31317199999999
33.894988,-84.31318
33.891354,-84.31006499999999
33.894997,-84.31299799999999
33.895235,-84.31313
33.89522,-84.313079
33.758748,-84.402528
33.764229,-84.397086
33.767685,-84.39662800000001
33.774017,-84.392892
33.894756,-84.31245199999999
33.777289,-84.39364999999999
33.789951,-84.37545299999999
33.806129,-84.366941
33.806142,-84.36710600000001
33.806285,-84.367059
33.806809,-84.36722899999999
33.806361,-84.36701600000001
33.895149,-84.31292000000001
33.781812,-84.383842
33.767963,-84.391908
33.767923,-84.391974
33.768072,-84.39823800000001
33.769628,-84.39739
33.766667,-84.391313
33.770174,-84.397341
33.770216,-84.39738
33.770316,-84.39747800000001
33.76972,-84.39765199999999
33.76861,-84.39586
33.769714,-84.397702
33.76963,-84.397712
33.769303,-84.397351
33.767855,-84.394277
33.771637,-84.391955
33.778333,-84.38291
33.781528,-84.383301
33.781238,-84.383495
33.781323,-84.38342400000001
33.781213,-84.383391
33.781293,-84.38347
33.781202,-84.38343999999999
33.781343,-84.383416
33.781193,-84.383511
33.78117,-84.38359199999999
33.781194,-84.38353600000001
33.781279,-84.383775
33.78124,-84.383534
33.781674,-84.383743
33.781672,-84.383888
33.781693,-84.38382
33.781678,-84.38389599999999
33.781683,-84.383758
33.781675,-84.383933
33.781637,-84.383776
33.781689,-84.383725
33.781649,-84.383892
33.781698,-84.38390099999999
33.845793,-84.373912
33.845852,-84.373808
33.845716,-84.37379900000001
33.781683,-84.383987
33.781665,-84.383966
33.781721,-84.38387299999999
33.781705,-84.383931
33.781701,-84.38389599999999
33.781687,-84.383945
33.781716,-84.383843
33.781704,-84.383909
33.781717,-84.383838
33.781711,-84.383928
33.781691,-84.383826
33.781722,-84.38390099999999
33.781721,-84.38377
33.781716,-84.383932
33.781691,-84.383816
33.781733,-84.38391799999999
33.781717,-84.383808
33.781724,-84.38389100000001
33.781709,-84.38385100000001
33.781708,-84.383968
33.781721,-84.383892
33.781739,-84.383912
33.781706,-84.383865
33.781712,-84.383894
33.781655,-84.383657
33.781207,-84.383753
33.781031,-84.382735
33.781289,-84.382783
33.781027,-84.38268600000001
33.771241,-84.385114
33.76663,-84.394595
33.768491,-84.397961
33.768391,-84.395495
33.76933,-84.397284
33.771054,-84.39621
33.765606,-84.387162
33.772023,-84.39757400000001
33.771854,-84.39728599999999
33.770593,-84.397369
33.770509,-84.397509
33.765232,-84.38888300000001
33.769424,-84.40046700000001
33.770526,-84.390092
33.769425,-84.40046700000001
33.768534,-84.398555
33.764766,-84.39097
33.769481,-84.40047300000001
33.765261,-84.389065
33.770336,-84.400558
33.777218,-84.394699
33.776704,-84.40119799999999
33.771286,-84.391149
33.764686,-84.39129
33.768526,-84.39854099999999
33.775806,-84.40110799999999
33.763224,-84.397263
33.768023,-84.397699
33.769893,-84.401467
33.76554,-84.393293
33.769394,-84.40005499999999
33.769254,-84.403052
33.769424,-84.400409
33.769542,-84.397963
33.769154,-84.396781
33.763122,-84.40146900000001
33.776595,-84.400713
33.770432,-84.398385
33.769748,-84.398419
33.774332,-84.398461
33.770023,-84.399776
33.770339,-84.399551
33.773317,-84.403606
33.773277,-84.403739
33.773324,-84.403701
33.773312,-84.40363600000001
33.769441,-84.400447
33.773295,-84.403661
33.77002,-84.39978000000001
33.770482,-84.388441
33.77061,-84.39909
33.770281,-84.398839
33.769552,-84.397453
33.778374,-84.39991000000001
33.769431,-84.40045600000001
33.78035,-84.40660699999999
33.77832,-84.399829
33.771099,-84.397688
33.780368,-84.406593
33.778434,-84.399998
33.771115,-84.39764
33.770552,-84.397199
33.780939,-84.40370900000001
33.788234,-84.40061
33.78092,-84.40369800000001
33.892122,-84.321681
33.780785,-84.40362
33.892129,-84.321741
33.77599,-84.400846
33.892135,-84.32179600000001
33.77101,-84.397965
33.892141,-84.321844
33.767083,-84.403398
33.891885,-84.318449
33.766386,-84.403199
33.891299,-84.30942
33.76778,-84.401961
33.891739,-84.30844999999999
33.777833,-84.39930699999999
33.771127,-84.39784
33.777453,-84.39941
33.771193,-84.39814699999999
33.775934,-84.399822
33.771316,-84.39775899999999
33.891546,-84.308877
33.769858,-84.40146900000001
33.771204,-84.398006
33.891073,-84.30991899999999
33.761586,-84.403458
33.771218,-84.397989
33.761655,-84.40341599999999
33.771289,-84.397959
33.762146,-84.403116
33.771259,-84.398152
33.763828,-84.402086
33.771164,-84.39776000000001
33.770754,-84.397846
33.771128,-84.397758
33.770958,-84.397721
33.771136,-84.398352
33.89126,-84.309507
33.771143,-84.398364
33.777446,-84.391589
33.771287,-84.398639
33.774565,-84.394569
33.891321,-84.30937299999999
33.770772,-84.398477
33.891334,-84.309343
33.771271,-84.397975
33.771258,-84.39798999999999
33.891675,-84.308592
33.77392,-84.39629100000001
33.770686,-84.396345
33.770363,-84.39776000000001
33.762312,-84.385993
33.769284,-84.39749999999999
33.762223,-84.38596800000001
33.762232,-84.38603000000001
33.762074,-84.402886
33.762199,-84.385986
33.77416,-84.39036299999999
33.762219,-84.385994
33.808703,-84.376346
33.824394,-84.359836
33.965944,-84.363286
34.181498,-84.148793
34.17984,-84.133252
34.163258,-84.082988
34.165241,-84.090543
34.165221,-84.09046600000001
34.165178,-84.090304
34.165092,-84.08997599999999
34.16446,-84.087568
34.163578,-84.08420599999999
34.161032,-84.074506
34.163562,-84.084154
34.164749,-84.09027399999999
34.159307,-84.086589
33.891171,-84.309731
34.160346,-84.07029900000001
33.893634,-84.303408
34.160341,-84.070303
33.881591,-84.30274799999999
34.160319,-84.07031600000001
33.854391,-84.31043699999999
34.160234,-84.070368
33.82569,-84.334823
34.159891,-84.070578
33.814532,-84.33416099999999
34.158398,-84.07149
34.150792,-84.07614
33.776337,-84.33072199999999
34.145731,-84.079458
33.762327,-84.342251
34.146909,-84.08008
33.762645,-84.32965799999999
34.15228,-84.082913
34.159402,-84.086671
34.159404,-84.08667199999999
34.14534,-84.079252
34.145343,-84.07925299999999
34.145352,-84.079258
34.145402,-84.07928200000001
34.145482,-84.07932099999999
34.151047,-84.08203
34.161992,-84.08739
34.1605,-84.08696500000001
34.159607,-84.08671099999999
34.159341,-84.086635
34.165256,-84.090609
34.165189,-84.090564
34.164862,-84.090346
34.159049,-84.086468
34.159259,-84.086579
34.145344,-84.07925400000001
34.145378,-84.07927100000001
34.146887,-84.08004699999999
34.159302,-84.08642999999999
33.762645,-84.32966
34.149295,-84.078052
34.161029,-84.074501
34.161007,-84.07465000000001
34.160917,-84.075262
34.160764,-84.076311
34.160484,-84.078219
34.159242,-84.08669999999999
34.161027,-84.074496
33.762324,-84.342249
34.160987,-84.074512
33.757714,-84.351544
33.749315,-84.350595
34.160806,-84.074589
33.745702,-84.375648
34.156801,-84.076283
34.14733,-84.080291
34.153487,-84.083507
34.159348,-84.086568
34.15939,-84.086589
34.161119,-84.074838
34.161403,-84.075918
34.162902,-84.081631
34.164111,-84.08623900000001
34.161035,-84.074517
34.163564,-84.084154
34.163567,-84.084163
34.163564,-84.084157
34.161026,-84.074516
34.161018,-84.07458
34.160982,-84.074838
34.159427,-84.086068
34.159359,-84.086432
34.161108,-84.07480099999999
34.163544,-84.084304
34.160217,-84.080439
34.1594,-84.086415
34.159396,-84.086446
34.153382,-84.07685600000001
34.153295,-84.076973
34.153031,-84.07732900000001
34.15222,-84.078419
34.145343,-84.079251
34.145986,-84.07928099999999
33.745631,-84.370007
34.150526,-84.079494
33.74784,-84.36425
34.159425,-84.086292
33.766104,-84.338024
34.160937,-84.075081
33.76503,-84.351034
34.16066,-84.07684
33.755245,-84.350635
34.159366,-84.085994
33.747014,-84.348821
34.173915,-84.126428
33.74643,-84.34951599999999
34.15157,-84.18827
33.754562,-84.354269
34.122291,-84.221628
34.054985,-84.287738
34.050069,-84.292423
33.75456,-84.354268
33.754841,-84.354338
33.914075,-84.359386
33.909199,-84.358043
33.855979,-84.36423600000001
33.753664,-84.36072900000001
33.775652,-84.37674
33.703118,-84.405833
33.758012,-84.38080100000001
33.652966,-84.438181
33.643372,-84.437686
33.639855,-84.44985800000001
33.636344,-84.435273
33.639645,-84.44412800000001
33.642521,-84.446333
33.640188,-84.4447
33.642122,-84.44422299999999
33.640044,-84.44420700000001
33.641294,-84.441722
33.63912,-84.44146600000001
33.640217,-84.441327
33.638965,-84.442025
33.626862,-84.450301
33.639608,-84.433395
33.627544,-84.42826599999999
33.634119,-84.42766399999999
33.629087,-84.409021
31.566582,-84.153807
33.609196,-84.345787
32.917772,-82.19118
31.565817,-84.153803
31.563503,-84.153645
31.561038,-84.15371399999999
32.741591,-82.154731
28.39569,-81.255636
0,0
28.442629,-81.292473
29.203249,-81.017144
28.536282,-81.21335500000001
28.428459,-81.300428
28.427852,-81.30054699999999
28.42831,-81.300494
28.428866,-81.30034499999999
28.428702,-81.300472
28.428699,-81.30070000000001
28.42866,-81.300302
28.428684,-81.300286
28.428656,-81.300438
28.428697,-81.30023300000001
28.428761,-81.30023300000001
28.428896,-81.300286
28.428699,-81.300404
28.429241,-81.30059900000001
28.428404,-81.300494
28.427223,-81.301255
28.427201,-81.301248
28.427286,-81.30128999999999
28.427236,-81.30126199999999
28.427283,-81.301237
28.42722,-81.301254
28.427263,-81.301293
28.427216,-81.301247
28.427248,-81.301265
28.427213,-81.301249
28.427198,-81.301242
28.427218,-81.30125700000001
28.427219,-81.30126
28.427241,-81.301276
28.427253,-81.301301
28.427269,-81.30127400000001
28.427292,-81.301299
28.42726,-81.30130699999999
28.427266,-81.301303
28.42723,-81.301258
28.427187,-81.30118899999999
28.427497,-81.30148800000001
28.430306,-81.304885
28.431021,-81.306006
28.43315,-81.306552
28.431183,-81.30689599999999
28.431185,-81.30689700000001
28.433145,-81.306788
28.430396,-81.307495
28.430786,-81.307373
28.433138,-81.30669899999999
28.429886,-81.309253
28.429762,-81.30929399999999
28.430114,-81.30929500000001
28.429486,-81.30936699999999
28.428929,-81.307828
28.41947,-81.459853
28.446188,-81.35454799999999
28.442761,-81.39307700000001
28.428344,-81.464646
28.419431,-81.459825
28.419515,-81.459923
28.419512,-81.45986600000001
28.433275,-81.469898
28.433439,-81.472036
28.431947,-81.470445
28.431335,-81.470247
28.432061,-81.470406
28.431946,-81.470446
28.432004,-81.47042999999999
28.431941,-81.47042999999999
28.431933,-81.47044699999999
28.431934,-81.47045199999999
28.431919,-81.470445
28.431884,-81.470456
28.431966,-81.470433
28.431989,-81.470431
28.431991,-81.470439
28.432108,-81.470433
28.431939,-81.470445
28.424112,-81.460871
28.426074,-81.46704099999999
28.425605,-81.46485699999999
28.434746,-81.424947
28.434639,-81.424819
28.42941,-81.411946
28.434794,-81.425112
28.434741,-81.424756
28.4347,-81.424803
28.435133,-81.424093
28.435182,-81.424263
28.432957,-81.411265
28.435195,-81.42447799999999
28.432958,-81.411266
28.43516,-81.42455200000001
28.435179,-81.42442699999999
28.435168,-81.424407
28.432959,-81.411266
28.435175,-81.424533
28.43505,-81.424358
28.43296,-81.411267
28.435135,-81.424584
28.434994,-81.424436
28.432981,-81.41129599999999
28.435139,-81.424577
28.433198,-81.41171900000001
28.433147,-81.411704
28.4352,-81.424488
28.435007,-81.424503
28.432971,-81.411653
28.435023,-81.42449000000001
28.429523,-81.410663
28.435006,-81.42442
28.429588,-81.410681
28.435213,-81.42449000000001
28.435059,-81.42439299999999
28.433204,-81.411721
28.435214,-81.424485
28.433197,-81.411722
28.435178,-81.42453
28.435109,-81.424232
28.433173,-81.411727
28.435177,-81.42451
28.435071,-81.424299
28.435209,-81.424471
28.435091,-81.42421400000001
28.415669,-81.437119
28.434855,-81.425006
28.43494,-81.424485
28.413653,-81.466071
28.421062,-81.436334
28.418219,-81.463116
28.416641,-81.467628
28.417548,-81.46356400000001
28.418237,-81.46409199999999
28.417493,-81.46756999999999
28.414191,-81.44957100000001
28.417883,-81.463807
28.417577,-81.46357999999999
28.417578,-81.463607
28.417931,-81.463696
28.417516,-81.463598
28.417926,-81.46369900000001
28.417772,-81.46400800000001
28.41754,-81.463615
28.417794,-81.463763
28.417616,-81.463607
28.413416,-81.461316
28.417114,-81.471232
28.417584,-81.46357999999999
28.41175,-81.462576
28.410594,-81.461383
28.417455,-81.463526
28.40903,-81.460399
28.417481,-81.463491
28.417493,-81.463491
28.409865,-81.460745
28.417499,-81.46349600000001
28.417115,-81.471216
28.409883,-81.462684
28.409716,-81.461269
28.417282,-81.46844400000001
28.408482,-81.462076
28.408357,-81.46210600000001
28.417609,-81.46301699999999
28.417606,-81.462936
28.408396,-81.462399
28.410208,-81.461489
28.407562,-81.46248199999999
28.407905,-81.462906
28.417598,-81.462977
28.425221,-81.452101
28.417121,-81.471104
28.417534,-81.462959
28.417576,-81.462997
28.407629,-81.462507
28.407545,-81.462592
28.407354,-81.46248199999999
28.409257,-81.46205500000001
28.417539,-81.46297199999999
28.417113,-81.471231
28.417579,-81.462942
28.41705,-81.47070600000001
28.410932,-81.461659
28.411242,-81.461078
28.417598,-81.46299500000001
28.412468,-81.46171200000001
28.416968,-81.470028
28.417463,-81.463533
28.417481,-81.463522
28.417481,-81.463404
28.417502,-81.46343400000001
28.417511,-81.463431
28.417507,-81.463516
28.417519,-81.46350700000001
28.417515,-81.463499
28.41753,-81.463565
28.417516,-81.46352
28.417462,-81.463335
28.4175,-81.463442
28.417448,-81.463475
28.417496,-81.463455
28.417466,-81.463391
28.417476,-81.463444
28.417471,-81.46346699999999
28.417476,-81.463454
28.417472,-81.463424
28.417484,-81.463534
28.417528,-81.463521
28.417485,-81.463583
28.417507,-81.463475
28.417471,-81.463477
28.417483,-81.46346200000001
28.417489,-81.463471
28.417502,-81.46340499999999
28.417516,-81.46348500000001
28.417517,-81.463487
28.417536,-81.463534
28.417473,-81.463382
28.417496,-81.463477
28.417483,-81.463463
28.417484,-81.463452
28.417491,-81.463471
28.417527,-81.463508
28.417499,-81.463511
28.417114,-81.47123000000001
28.417475,-81.463337
28.417115,-81.47121799999999
28.41712,-81.471174
28.417494,-81.46340600000001
28.417139,-81.47099799999999
28.417478,-81.463386
28.417217,-81.47029499999999
28.417517,-81.463438
28.417527,-81.467483
28.417454,-81.463471
28.417494,-81.46325400000001
28.417473,-81.46346
28.417518,-81.463483
28.417543,-81.46343400000001
28.417473,-81.463331
28.417497,-81.463432
28.417481,-81.46343299999999
28.417476,-81.46350099999999
